Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8
-0.6433540368191638,2.2243175462674984,-1.4896904820144474,-0.6110308287540935,-0.2283776107059671,-0.99557400530816,-0.9850834559910404,2.6308901834095253,-0.5713869658447082,0.035626676609114664,-0.2963735381287918,0.4335157223913631,0.47186751332997456,0.445270052302616,3.389374758596513,-0.44473503116643226,-0.4672158211913271,-0.5278991492167849,0.49792838122669714
-0.6871945458431074,1.3054420604202046,-1.1981759451155585,2.6595208295491397,-1.3726586096783437,0.670351957037161,-0.01579503136276398,-0.6175798552604519,-0.661945592199724,0.268308335697321,-0.6551781383413304,1.3939278101440706,2.4284172701779103,1.3918545399343896,-1.479413420692017,0.5323021912409686,1.4420945601920987,0.46684223635957256,0.49792838122669714
-0.5139652912674169,-0.07287116835073586,0.6966685447272196,1.4078016109405789,-0.9665186861687203,-0.99557400530816,-0.9850834559910404,-0.6175798552604519,-0.9780421160188683,-0.5455269160901415,-1.1166651789803004,0.4335157223913631,0.47186751332997456,-0.5013144353291576,1.4418594868811008,-0.44473503116643226,0.48743936950038586,0.46684223635957256,-0.503914405481881
-0.551644431455563,0.38656657457291094,-1.6354477504638918,-1.0386334207720325,1.1251439552624203,0.33716676456809674,0.9534933932655124,-0.6175798552604519,-1.247791800813155,0.6205998101225182,-0.9722207222088347,-0.5268963653613443,0.47186751332997456,-0.5013144353291576,-0.5056557848343111,-1.421772253573833,0.48743936950038586,0.46684223635957256,-1.5057571921904593
0.20288627520517374,3.143193032114792,-0.4208038467185213,0.12423251708259113,-1.1304812641992326,0.670351957037161,-0.9850834559910404,-0.6175798552604519,-0.8817528065606431,1.317079331715535,-0.7256576455476087,-0.5268963653613443,-1.4846822435179612,-2.394483410592705,1.4418594868811008,-0.44473503116643226,-0.4672158211913271,-0.5278991492167849,-1.5057571921904593
-0.1821202851240171,-0.07287116835073586,-1.3439332135650028,-1.0516299003343235,2.075527251642371,1.3367223419752894,-0.01579503136276398,1.0066551640745367,-1.1764001813007938,1.3144771558196668,-1.1386460472192148,0.4335157223913631,-0.5064073650939933,1.3918545399343896,1.4418594868811008,-1.421772253573833,0.48743936950038586,1.46158362193593,1.4997711679352754
-0.28757448250593537,-0.5323089112743826,-1.3925189697148177,-0.12863279424123625,-0.19351965384546524,-0.99557400530816,0.9534933932655124,-0.6175798552604519,-1.0304558340586203,-0.776666519198908,-0.9347270233863927,1.3939278101440706,2.4284172701779103,0.445270052302616,-1.479413420692017,1.5093394136483693,-0.4672158211913271,-0.5278991492167849,-0.503914405481881
-0.5194947248380044,-0.5323089112743826,0.891011569326479,0.369980531924249,-0.6808887789853773,-0.6623888128390958,-0.01579503136276398,1.0066551640745367,-0.6936935831261729,-0.6030263034436962,-0.8477124272054786,-0.5268963653613443,0.47186751332997456,-0.5013144353291576,2.415617122738807,0.5323021912409686,0.48743936950038586,2.4563250075122878,-1.5057571921904593
-0.5952479647550528,0.38656657457291094,-1.586861994314077,-0.05857459095824002,0.46175989315179644,0.003981572099032584,-0.01579503136276398,-0.6175798552604519,-0.9539215491667132,-0.022471970586726703,-0.9488905316989604,1.3939278101440706,-1.4846822435179612,-0.5013144353291576,-0.5056557848343111,-0.44473503116643226,1.4420945601920987,0.46684223635957256,0.49792838122669714
-0.6853777319556287,0.38656657457291094,0.06505371477962696,0.4601355459524482,-0.6516512441935624,1.3367223419752894,0.9534933932655124,-0.6175798552604519,-1.1881615113100712,-1.5323183550943935,-1.1408057655519357,-0.5268963653613443,-0.5064073650939933,-1.4478989229609311,-0.5056557848343111,1.5093394136483693,0.48743936950038586,-0.5278991492167849,-0.503914405481881
-0.15802775313788595,0.8460043174965577,-1.0524186766661139,-0.5576636523903987,-0.5874476959280103,0.33716676456809674,-0.9850834559910404,-0.6175798552604519,-0.5982228578572426,0.44224284847461776,-0.6238935344039557,-0.5268963653613443,-0.5064073650939933,-0.5013144353291576,-0.5056557848343111,0.5323021912409686,-0.4672158211913271,-0.5278991492167849,0.49792838122669714
2.1362132272070093,-0.9917466541980294,-1.538276238164262,-0.8740908711566165,1.0328804028112557,-1.9951295827153526,-0.9850834559910404,-0.6175798552604519,-0.9683843196433128,1.6081797746022877,-0.9016986463810236,0.4335157223913631,0.47186751332997456,0.445270052302616,0.4681018510233948,-0.44473503116643226,0.48743936950038586,-0.5278991492167849,0.49792838122669714
-0.39042194691886245,-0.9917466541980294,-0.5665611151679657,2.128014969117371,0.251632037989855,0.670351957037161,1.922781817893789,-0.6175798552604519,-1.0001590903509152,-0.4872669574116859,-0.8999931573826584,1.3939278101440706,1.4501423917539424,1.3918545399343896,0.4681018510233948,-0.44473503116643226,-1.42187101188304,0.46684223635957256,0.49792838122669714
-0.6646818520200013,-0.9917466541980294,-1.1010044328159287,0.1866096811268472,1.861786202333359,-1.9951295827153526,-0.01579503136276398,-0.6175798552604519,-1.0050226221336511,-0.0797536037046744,-1.1176040401669742,-0.5268963653613443,-0.5064073650939933,-0.5013144353291576,0.4681018510233948,0.5323021912409686,-0.4672158211913271,0.46684223635957256,0.49792838122669714
