Charge_Pct_Income,Tenure
0.07245525357301785,6.795512947
0.1341451970235114,1.156680997
0.19973536755546817,15.75414408
0.07606153690074044,17.08722662
0.04490121427282748,1.670971726
0.09797319988349616,7.000993555
0.2094111351209941,13.23677381
0.05154818450472428,4.26425515
0.024040843728377708,8.220686373
0.03881620516250791,3.422086139
0.09297751690603037,19.26726194
0.09810998488724315,10.52199781
0.019711348867494,13.01149229
0.019282165515624998,16.87922024
0.02987367365420101,10.06019902
0.023936384597376306,13.87001293
0.07389915228700572,15.78214958
0.055098312318585974,2.303331273
0.04660695693102821,17.10995632
0.09229849144000309,12.80615845
0.05601982969502735,20.45390977
0.033467503659125875,2.415991977
0.05464506947918941,6.652298992
0.022577018460062926,8.543717478
0.06837732311558917,5.770390256
0.08834116649401257,4.157658837
0.30492234830631015,10.40566091
0.03827882419321318,1.392421597
0.22910402422318296,1.430386349
0.09245087159295022,5.425864884
0.06364767411787974,11.08287797
0.08120956947546742,3.586184954
0.05314153798721376,4.727388465
0.08093012578010263,20.89923386
0.2864870959426807,3.471329958
0.23538946529700155,5.478588204
0.2728590658648061,3.312991809
0.04637184636374903,7.161561527
0.08739369684503635,9.847563364
0.03515711517487311,16.04202196
0.05415912289980704,9.179779682
0.024387420864684612,3.002844144
0.2550709338158661,3.924254455
0.0958663969628013,18.55959629
0.19233743636018927,8.798394712
0.054024738231287825,10.377366
0.016800165218031717,22.25746016
0.06263896163967522,9.427146079
0.04746916759377346,7.760290062
0.014521054867518774,11.56938439
0.4761003970083884,3.343811019
0.051388144136866355,7.338869531
0.04687346866693322,5.486534225
0.04620405314289858,1.55278221
0.13366252292955277,12.07970325
0.025008777530307533,13.98666226
0.01669284440005102,9.563362997
0.10899679176558692,6.732948946
0.18133210238387776,15.72071086
0.05134773650293453,7.233605493
0.0357845937479607,2.871017037
0.0285919421484321,2.344875382
0.018280650161651098,7.960490246
0.015865236726879547,12.25062113
0.04385616131779636,9.634946079
0.0486380927462298,7.916533093
0.2901816668536298,4.471254161
0.1113919543149024,10.79028074
0.03475810078918471,12.24190682
0.12607996249500605,2.203859443
0.05964424372943487,23.92132231
0.039250769107687385,3.7311787
0.03408762148133024,7.980015371
0.3963435133655157,9.190009376
0.03996223873096125,5.43464555
0.20363425421577763,1.092361222
0.024055857275715815,20.13981517
0.15134259737231062,24.64873861
0.019325404669097032,9.677739656
0.06015006436313096,9.82814183
0.0451824201001232,7.832238337
0.030852534090027094,19.45250317
0.03177264990228105,14.34766616
0.032684366391819444,2.257358355
0.16164486643342846,2.358129018
0.0701936011037211,4.650578623
0.0895411064709385,3.721772616
0.14423121509637038,3.76663012
0.08172391490959409,4.151256695
0.03949267673114705,2.188918771
0.06413248256635874,13.85488928
0.016878358929572262,3.273341151
0.1211873789784732,19.75096265
0.02736135922495245,18.38404445
0.12120487250565286,4.672610857
0.02753512050472283,6.796299371
0.03471036940400057,12.97632235
0.01887508006387687,20.31163945
0.05445298813460183,6.998814446
0.04600640159731724,14.46288204
0.050374859724821607,11.13472066
0.11343771638792484,2.542296644
0.04148325133664602,17.22596021
